INFO 2016-09-22 16:22:36,841 Training start
INFO 2016-09-22 16:39:31,478 Mean loss in 4th epoch is: 823.974975586
INFO 2016-09-22 16:39:36,258 Overall training accuracy is: 0.524132947977
INFO 2016-09-22 16:39:36,824 Overall test accuracy is: 0.511467889908
INFO 2016-09-22 16:40:02,952 Training start
WARNING 2016-09-22 16:40:03,529 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7fb022ee5e90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 16:40:04,797 Sigmoid activation
INFO 2016-09-22 16:40:29,317 Mean loss in 0th epoch is: 0.889941751957
INFO 2016-09-22 16:40:33,900 Overall training accuracy is: 0.689884393064
INFO 2016-09-22 16:40:34,483 Overall test accuracy is: 0.660550458716
INFO 2016-09-22 16:40:56,515 Mean loss in 1th epoch is: 0.672808766365
INFO 2016-09-22 16:41:01,062 Overall training accuracy is: 0.674710982659
INFO 2016-09-22 16:41:01,670 Overall test accuracy is: 0.653669724771
INFO 2016-09-22 16:41:17,372 Mean loss in 2th epoch is: 0.642640292645
INFO 2016-09-22 16:41:21,926 Overall training accuracy is: 0.63598265896
INFO 2016-09-22 16:41:22,553 Overall test accuracy is: 0.605504587156
INFO 2016-09-22 16:41:38,211 Mean loss in 3th epoch is: 0.632939219475
INFO 2016-09-22 16:41:42,845 Overall training accuracy is: 0.706069364162
INFO 2016-09-22 16:41:43,439 Overall test accuracy is: 0.660550458716
INFO 2016-09-22 16:41:59,021 Mean loss in 4th epoch is: 0.637156009674
INFO 2016-09-22 16:42:03,640 Overall training accuracy is: 0.721965317919
INFO 2016-09-22 16:42:04,245 Overall test accuracy is: 0.661697247706
INFO 2016-09-22 16:42:26,598 Mean loss in 5th epoch is: 0.639233469963
INFO 2016-09-22 16:42:31,167 Overall training accuracy is: 0.721820809249
INFO 2016-09-22 16:42:31,731 Overall test accuracy is: 0.686926605505
INFO 2016-09-22 16:42:53,666 Mean loss in 6th epoch is: 0.623227536678
INFO 2016-09-22 16:42:58,263 Overall training accuracy is: 0.715028901734
INFO 2016-09-22 16:42:58,873 Overall test accuracy is: 0.69380733945
INFO 2016-09-22 16:43:20,965 Mean loss in 7th epoch is: 0.623116791248
INFO 2016-09-22 16:43:25,530 Overall training accuracy is: 0.717919075145
INFO 2016-09-22 16:43:26,103 Overall test accuracy is: 0.697247706422
INFO 2016-09-22 16:43:47,741 Mean loss in 8th epoch is: 0.6192958951
INFO 2016-09-22 16:43:52,236 Overall training accuracy is: 0.715028901734
INFO 2016-09-22 16:43:52,812 Overall test accuracy is: 0.685779816514
INFO 2016-09-22 16:44:08,373 Mean loss in 9th epoch is: 0.611857950687
INFO 2016-09-22 16:44:12,887 Overall training accuracy is: 0.720086705202
INFO 2016-09-22 16:44:13,459 Overall test accuracy is: 0.700688073394
INFO 2016-09-22 16:44:36,433 Mean loss in 10th epoch is: 0.621583223343
INFO 2016-09-22 16:44:41,094 Overall training accuracy is: 0.728901734104
INFO 2016-09-22 16:44:41,689 Overall test accuracy is: 0.689220183486
INFO 2016-09-22 16:44:57,333 Mean loss in 11th epoch is: 0.612620890141
INFO 2016-09-22 16:45:01,892 Overall training accuracy is: 0.70289017341
INFO 2016-09-22 16:45:02,446 Overall test accuracy is: 0.631880733945
INFO 2016-09-22 16:45:18,309 Mean loss in 12th epoch is: 0.618036210537
INFO 2016-09-22 16:45:22,930 Overall training accuracy is: 0.702023121387
INFO 2016-09-22 16:45:23,575 Overall test accuracy is: 0.649082568807
INFO 2016-09-22 16:45:39,511 Mean loss in 13th epoch is: 0.621808767319
INFO 2016-09-22 16:45:44,136 Overall training accuracy is: 0.715895953757
INFO 2016-09-22 16:45:44,707 Overall test accuracy is: 0.655963302752
INFO 2016-09-22 16:46:00,389 Mean loss in 14th epoch is: 0.609770596027
INFO 2016-09-22 16:46:04,894 Overall training accuracy is: 0.718352601156
INFO 2016-09-22 16:46:05,477 Overall test accuracy is: 0.633027522936
INFO 2016-09-22 16:46:21,369 Mean loss in 15th epoch is: 0.620298147202
INFO 2016-09-22 16:46:25,916 Overall training accuracy is: 0.729479768786
INFO 2016-09-22 16:46:26,478 Overall test accuracy is: 0.699541284404
INFO 2016-09-22 16:46:26,478 Normal Early stop
INFO 2016-09-22 16:46:26,478 Training complete
INFO 2016-09-22 16:47:40,511 Training start
WARNING 2016-09-22 16:47:41,078 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f613b387e90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 16:47:42,326 Sigmoid activation
INFO 2016-09-22 16:48:08,063 Mean loss in 0th epoch is: 0.654052734375
INFO 2016-09-22 16:48:12,857 Overall training accuracy is: 0.690173410405
INFO 2016-09-22 16:48:13,447 Overall test accuracy is: 0.644495412844
INFO 2016-09-22 16:48:36,978 Mean loss in 1th epoch is: 0.610082685947
INFO 2016-09-22 16:48:41,632 Overall training accuracy is: 0.732369942197
INFO 2016-09-22 16:48:42,210 Overall test accuracy is: 0.690366972477
INFO 2016-09-22 16:49:05,485 Mean loss in 2th epoch is: 0.604143083096
INFO 2016-09-22 16:49:10,287 Overall training accuracy is: 0.746965317919
INFO 2016-09-22 16:49:10,899 Overall test accuracy is: 0.70871559633
INFO 2016-09-22 16:49:33,679 Mean loss in 3th epoch is: 0.596913278103
INFO 2016-09-22 16:49:38,468 Overall training accuracy is: 0.748699421965
INFO 2016-09-22 16:49:39,066 Overall test accuracy is: 0.72247706422
INFO 2016-09-22 16:50:02,034 Mean loss in 4th epoch is: 0.582538962364
INFO 2016-09-22 16:50:06,596 Overall training accuracy is: 0.773843930636
INFO 2016-09-22 16:50:07,172 Overall test accuracy is: 0.705275229358
INFO 2016-09-22 16:50:23,851 Mean loss in 5th epoch is: 0.563186407089
INFO 2016-09-22 16:50:28,402 Overall training accuracy is: 0.769653179191
INFO 2016-09-22 16:50:29,033 Overall test accuracy is: 0.714449541284
INFO 2016-09-22 16:50:45,791 Mean loss in 6th epoch is: 0.541306734085
INFO 2016-09-22 16:50:50,388 Overall training accuracy is: 0.821965317919
INFO 2016-09-22 16:50:50,995 Overall test accuracy is: 0.730504587156
INFO 2016-09-22 16:51:14,195 Mean loss in 7th epoch is: 0.511297404766
INFO 2016-09-22 16:51:18,761 Overall training accuracy is: 0.858092485549
INFO 2016-09-22 16:51:19,381 Overall test accuracy is: 0.767201834862
INFO 2016-09-22 16:51:42,594 Mean loss in 8th epoch is: 0.468035668135
INFO 2016-09-22 16:51:47,111 Overall training accuracy is: 0.874710982659
INFO 2016-09-22 16:51:47,689 Overall test accuracy is: 0.759174311927
INFO 2016-09-22 16:52:04,551 Mean loss in 9th epoch is: 0.411388456821
INFO 2016-09-22 16:52:09,111 Overall training accuracy is: 0.896965317919
INFO 2016-09-22 16:52:09,659 Overall test accuracy is: 0.760321100917
INFO 2016-09-22 16:52:26,373 Mean loss in 10th epoch is: 0.325124233961
INFO 2016-09-22 16:52:31,104 Overall training accuracy is: 0.935838150289
INFO 2016-09-22 16:52:31,706 Overall test accuracy is: 0.741972477064
INFO 2016-09-22 16:52:48,334 Mean loss in 11th epoch is: 0.229250520468
INFO 2016-09-22 16:52:52,925 Overall training accuracy is: 0.965751445087
INFO 2016-09-22 16:52:53,524 Overall test accuracy is: 0.758027522936
INFO 2016-09-22 16:53:10,147 Mean loss in 12th epoch is: 0.11529751122
INFO 2016-09-22 16:53:14,772 Overall training accuracy is: 0.98901734104
INFO 2016-09-22 16:53:15,369 Overall test accuracy is: 0.758027522936
INFO 2016-09-22 16:53:31,770 Mean loss in 13th epoch is: 0.042108528316
INFO 2016-09-22 16:53:36,085 Overall training accuracy is: 0.997832369942
INFO 2016-09-22 16:53:36,666 Overall test accuracy is: 0.770642201835
INFO 2016-09-22 16:53:59,541 Mean loss in 14th epoch is: 0.0117430174723
INFO 2016-09-22 16:54:04,203 Overall training accuracy is: 0.999421965318
INFO 2016-09-22 16:54:04,794 Overall test accuracy is: 0.780963302752
INFO 2016-09-22 16:54:28,046 Mean loss in 15th epoch is: 0.00365375634283
INFO 2016-09-22 16:54:32,662 Overall training accuracy is: 0.999710982659
INFO 2016-09-22 16:54:33,286 Overall test accuracy is: 0.776376146789
INFO 2016-09-22 16:54:49,985 Mean loss in 16th epoch is: 0.00183301058132
INFO 2016-09-22 16:54:54,564 Overall training accuracy is: 1.0
INFO 2016-09-22 16:54:55,166 Overall test accuracy is: 0.776376146789
INFO 2016-09-22 16:55:11,928 Mean loss in 17th epoch is: 0.00123572919983
INFO 2016-09-22 16:55:16,644 Overall training accuracy is: 1.0
INFO 2016-09-22 16:55:17,241 Overall test accuracy is: 0.774082568807
INFO 2016-09-22 16:55:32,795 Mean loss in 18th epoch is: 0.000956463161856
INFO 2016-09-22 16:55:37,585 Overall training accuracy is: 1.0
INFO 2016-09-22 16:55:38,148 Overall test accuracy is: 0.770642201835
INFO 2016-09-22 16:55:54,971 Mean loss in 19th epoch is: 0.000792279606685
INFO 2016-09-22 16:55:59,705 Overall training accuracy is: 1.0
INFO 2016-09-22 16:56:00,285 Overall test accuracy is: 0.769495412844
INFO 2016-09-22 16:56:17,153 Mean loss in 20th epoch is: 0.000680498429574
INFO 2016-09-22 16:56:21,762 Overall training accuracy is: 1.0
INFO 2016-09-22 16:56:22,339 Overall test accuracy is: 0.768348623853
INFO 2016-09-22 16:56:22,339 Normal Early stop
INFO 2016-09-22 16:56:22,340 Training complete
INFO 2016-09-22 17:01:58,775 Training start
WARNING 2016-09-22 17:01:59,293 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f3953e62e90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 17:02:00,557 Sigmoid activation
INFO 2016-09-22 17:02:26,437 Mean loss in 0th epoch is: 0.77206081152
INFO 2016-09-22 17:02:31,334 Overall training accuracy is: 0.722398843931
INFO 2016-09-22 17:02:31,972 Overall test accuracy is: 0.707568807339
INFO 2016-09-22 17:02:55,527 Mean loss in 1th epoch is: 0.649038255215
INFO 2016-09-22 17:03:00,270 Overall training accuracy is: 0.715895953757
INFO 2016-09-22 17:03:00,881 Overall test accuracy is: 0.689220183486
INFO 2016-09-22 17:03:17,449 Mean loss in 2th epoch is: 0.631211698055
INFO 2016-09-22 17:03:22,128 Overall training accuracy is: 0.741907514451
INFO 2016-09-22 17:03:22,766 Overall test accuracy is: 0.709862385321
INFO 2016-09-22 17:03:45,642 Mean loss in 3th epoch is: 0.615077078342
INFO 2016-09-22 17:03:50,314 Overall training accuracy is: 0.742341040462
INFO 2016-09-22 17:03:50,906 Overall test accuracy is: 0.68004587156
INFO 2016-09-22 17:04:07,889 Mean loss in 4th epoch is: 0.600836575031
INFO 2016-09-22 17:04:12,546 Overall training accuracy is: 0.760549132948
INFO 2016-09-22 17:04:13,142 Overall test accuracy is: 0.688073394495
INFO 2016-09-22 17:04:29,881 Mean loss in 5th epoch is: 0.584334313869
INFO 2016-09-22 17:04:34,670 Overall training accuracy is: 0.779768786127
INFO 2016-09-22 17:04:35,261 Overall test accuracy is: 0.711009174312
INFO 2016-09-22 17:04:59,217 Mean loss in 6th epoch is: 0.568543374538
INFO 2016-09-22 17:05:03,920 Overall training accuracy is: 0.782803468208
INFO 2016-09-22 17:05:04,561 Overall test accuracy is: 0.691513761468
INFO 2016-09-22 17:05:21,732 Mean loss in 7th epoch is: 0.541480720043
INFO 2016-09-22 17:05:26,497 Overall training accuracy is: 0.822543352601
INFO 2016-09-22 17:05:27,069 Overall test accuracy is: 0.73623853211
INFO 2016-09-22 17:05:50,634 Mean loss in 8th epoch is: 0.514090240002
INFO 2016-09-22 17:05:55,359 Overall training accuracy is: 0.845664739884
INFO 2016-09-22 17:05:55,945 Overall test accuracy is: 0.714449541284
INFO 2016-09-22 17:06:13,296 Mean loss in 9th epoch is: 0.471215009689
INFO 2016-09-22 17:06:17,951 Overall training accuracy is: 0.890028901734
INFO 2016-09-22 17:06:18,586 Overall test accuracy is: 0.741972477064
INFO 2016-09-22 17:06:42,029 Mean loss in 10th epoch is: 0.413658648729
INFO 2016-09-22 17:06:46,683 Overall training accuracy is: 0.917774566474
INFO 2016-09-22 17:06:47,297 Overall test accuracy is: 0.759174311927
INFO 2016-09-22 17:07:10,673 Mean loss in 11th epoch is: 0.343422144651
INFO 2016-09-22 17:07:15,280 Overall training accuracy is: 0.936849710983
INFO 2016-09-22 17:07:15,872 Overall test accuracy is: 0.761467889908
INFO 2016-09-22 17:07:38,658 Mean loss in 12th epoch is: 0.26336824894
INFO 2016-09-22 17:07:43,191 Overall training accuracy is: 0.952167630058
INFO 2016-09-22 17:07:43,781 Overall test accuracy is: 0.753440366972
INFO 2016-09-22 17:08:00,385 Mean loss in 13th epoch is: 0.189342394471
INFO 2016-09-22 17:08:04,961 Overall training accuracy is: 0.974855491329
INFO 2016-09-22 17:08:05,542 Overall test accuracy is: 0.747706422018
INFO 2016-09-22 17:08:22,229 Mean loss in 14th epoch is: 0.114892430604
INFO 2016-09-22 17:08:26,798 Overall training accuracy is: 0.987716763006
INFO 2016-09-22 17:08:27,382 Overall test accuracy is: 0.745412844037
INFO 2016-09-22 17:08:44,133 Mean loss in 15th epoch is: 0.0696460306644
INFO 2016-09-22 17:08:48,869 Overall training accuracy is: 0.991907514451
INFO 2016-09-22 17:08:49,483 Overall test accuracy is: 0.751146788991
INFO 2016-09-22 17:09:11,761 Training start
WARNING 2016-09-22 17:09:12,381 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f95b0bc3e90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 17:09:13,646 Sigmoid activation
INFO 2016-09-22 17:09:38,820 Mean loss in 0th epoch is: 0.882502496243
INFO 2016-09-22 17:09:43,458 Overall training accuracy is: 0.713150289017
INFO 2016-09-22 17:09:44,058 Overall test accuracy is: 0.675458715596
INFO 2016-09-22 17:10:06,558 Mean loss in 1th epoch is: 0.64809936285
INFO 2016-09-22 17:10:11,396 Overall training accuracy is: 0.722976878613
INFO 2016-09-22 17:10:12,029 Overall test accuracy is: 0.709862385321
INFO 2016-09-22 17:10:34,352 Mean loss in 2th epoch is: 0.642492175102
INFO 2016-09-22 17:10:39,113 Overall training accuracy is: 0.723699421965
INFO 2016-09-22 17:10:39,773 Overall test accuracy is: 0.678899082569
INFO 2016-09-22 17:10:55,835 Mean loss in 3th epoch is: 0.627225518227
INFO 2016-09-22 17:11:00,574 Overall training accuracy is: 0.732225433526
INFO 2016-09-22 17:11:01,180 Overall test accuracy is: 0.682339449541
INFO 2016-09-22 17:11:17,157 Mean loss in 4th epoch is: 0.616962015629
INFO 2016-09-22 17:11:21,928 Overall training accuracy is: 0.716907514451
INFO 2016-09-22 17:11:22,504 Overall test accuracy is: 0.673165137615
INFO 2016-09-22 17:11:38,738 Mean loss in 5th epoch is: 0.60632109642
INFO 2016-09-22 17:11:43,577 Overall training accuracy is: 0.744942196532
INFO 2016-09-22 17:11:44,201 Overall test accuracy is: 0.689220183486
INFO 2016-09-22 17:12:00,197 Mean loss in 6th epoch is: 0.591686785221
INFO 2016-09-22 17:12:04,986 Overall training accuracy is: 0.797543352601
INFO 2016-09-22 17:12:05,584 Overall test accuracy is: 0.720183486239
INFO 2016-09-22 17:12:27,824 Mean loss in 7th epoch is: 0.571860790253
INFO 2016-09-22 17:12:32,483 Overall training accuracy is: 0.809393063584
INFO 2016-09-22 17:12:33,074 Overall test accuracy is: 0.72247706422
INFO 2016-09-22 17:12:55,609 Mean loss in 8th epoch is: 0.5501049757
INFO 2016-09-22 17:13:00,407 Overall training accuracy is: 0.856791907514
INFO 2016-09-22 17:13:01,041 Overall test accuracy is: 0.72247706422
INFO 2016-09-22 17:13:16,997 Mean loss in 9th epoch is: 0.509442865849
INFO 2016-09-22 17:13:21,740 Overall training accuracy is: 0.867052023121
INFO 2016-09-22 17:13:22,349 Overall test accuracy is: 0.739678899083
INFO 2016-09-22 17:13:44,324 Mean loss in 10th epoch is: 0.46897393465
INFO 2016-09-22 17:13:49,115 Overall training accuracy is: 0.91387283237
INFO 2016-09-22 17:13:49,739 Overall test accuracy is: 0.753440366972
INFO 2016-09-22 17:14:12,675 Mean loss in 11th epoch is: 0.397915989161
INFO 2016-09-22 17:14:17,511 Overall training accuracy is: 0.923699421965
INFO 2016-09-22 17:14:18,134 Overall test accuracy is: 0.769495412844
INFO 2016-09-22 17:14:40,043 Mean loss in 12th epoch is: 0.335319250822
INFO 2016-09-22 17:14:44,794 Overall training accuracy is: 0.948699421965
INFO 2016-09-22 17:14:45,428 Overall test accuracy is: 0.76376146789
INFO 2016-09-22 17:15:01,481 Mean loss in 13th epoch is: 0.262771844864
INFO 2016-09-22 17:15:06,350 Overall training accuracy is: 0.966184971098
INFO 2016-09-22 17:15:06,993 Overall test accuracy is: 0.746559633028
INFO 2016-09-22 17:15:22,818 Mean loss in 14th epoch is: 0.192289322615
INFO 2016-09-22 17:15:27,507 Overall training accuracy is: 0.981358381503
INFO 2016-09-22 17:15:28,069 Overall test accuracy is: 0.766055045872
INFO 2016-09-22 17:15:43,691 Mean loss in 15th epoch is: 0.1444311589
INFO 2016-09-22 17:15:47,593 Overall training accuracy is: 0.985693641618
INFO 2016-09-22 17:15:48,080 Overall test accuracy is: 0.756880733945
INFO 2016-09-22 17:16:03,816 Mean loss in 16th epoch is: 0.11904977262
INFO 2016-09-22 17:16:08,649 Overall training accuracy is: 0.992774566474
INFO 2016-09-22 17:16:09,269 Overall test accuracy is: 0.753440366972
INFO 2016-09-22 17:16:25,289 Mean loss in 17th epoch is: 0.10121640563
INFO 2016-09-22 17:16:29,838 Overall training accuracy is: 0.993641618497
INFO 2016-09-22 17:16:30,448 Overall test accuracy is: 0.760321100917
INFO 2016-09-22 17:16:30,449 Normal Early stop
INFO 2016-09-22 17:16:30,449 Training complete
INFO 2016-09-22 17:46:12,141 Training start
WARNING 2016-09-22 17:46:12,722 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f9afc4f3e90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 17:46:14,000 Sigmoid activation
INFO 2016-09-22 17:46:40,823 Mean loss in 0th epoch is: 1.29712951183
INFO 2016-09-22 17:46:45,805 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 17:46:46,463 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 17:47:10,944 Mean loss in 1th epoch is: 0.693668484688
INFO 2016-09-22 17:47:15,765 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 17:47:16,378 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 17:47:33,732 Mean loss in 2th epoch is: 0.693134844303
INFO 2016-09-22 17:47:38,586 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 17:47:39,204 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 17:47:56,689 Mean loss in 3th epoch is: 0.693084001541
INFO 2016-09-22 17:48:01,481 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 17:48:02,081 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 17:48:19,589 Mean loss in 4th epoch is: 0.693826913834
INFO 2016-09-22 17:48:24,446 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 17:48:25,071 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 17:48:42,711 Mean loss in 5th epoch is: 0.69509023428
INFO 2016-09-22 17:48:47,511 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 17:48:48,157 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 17:49:05,733 Mean loss in 6th epoch is: 0.677771270275
INFO 2016-09-22 17:49:10,598 Overall training accuracy is: 0.746098265896
INFO 2016-09-22 17:49:11,199 Overall test accuracy is: 0.717889908257
INFO 2016-09-22 17:49:33,987 Mean loss in 7th epoch is: 0.655788004398
INFO 2016-09-22 17:49:38,767 Overall training accuracy is: 0.77225433526
INFO 2016-09-22 17:49:39,401 Overall test accuracy is: 0.743119266055
INFO 2016-09-22 17:50:03,368 Mean loss in 8th epoch is: 0.631805837154
INFO 2016-09-22 17:50:08,188 Overall training accuracy is: 0.803757225434
INFO 2016-09-22 17:50:08,831 Overall test accuracy is: 0.714449541284
INFO 2016-09-22 17:50:26,362 Mean loss in 9th epoch is: 0.607333302498
INFO 2016-09-22 17:50:31,136 Overall training accuracy is: 0.837138728324
INFO 2016-09-22 17:50:31,748 Overall test accuracy is: 0.73623853211
INFO 2016-09-22 17:50:49,376 Mean loss in 10th epoch is: 0.581384897232
INFO 2016-09-22 17:50:54,224 Overall training accuracy is: 0.86387283237
INFO 2016-09-22 17:50:54,865 Overall test accuracy is: 0.738532110092
INFO 2016-09-22 17:51:12,740 Mean loss in 11th epoch is: 0.525267422199
